Benchmark,instruction_number,arithmetic_type,simd_type,instruction,bit,result
parest_r,1327,add,sd,"vaddsd xmm1, xmm0, qword ptr [rax]
",16,No Issues
parest_r,1327,add,sd,"vaddsd xmm1, xmm0, qword ptr [rax]
",28,No Issues
parest_r,1327,add,sd,"vaddsd xmm1, xmm0, qword ptr [rax]
",48,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,880,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",0,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",16,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",28,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",48,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",0,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",16,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",28,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",48,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",0,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",16,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",28,No Issues
parest_r,342,mul,pd,"vmulpd xmm10, xmm9, xmm3
",48,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",0,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",16,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",28,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",48,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",0,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",16,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",28,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",48,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",0,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",16,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",28,No Issues
parest_r,1114,mul,sd,"vmulsd xmm0, xmm2, qword ptr [r11+r13*8]
",48,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",0,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",16,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",28,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",48,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",0,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",16,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",28,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",48,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",0,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",16,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",28,No Issues
parest_r,359,add,sd,"vaddsd xmm8, xmm8, xmm0
",48,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",0,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",16,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",28,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",48,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",0,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",16,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",28,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",48,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",0,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",16,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",28,No Issues
parest_r,1036,mul,sd,"vmulsd xmm15, xmm15, xmm1
",48,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",0,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",16,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",28,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",48,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",0,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",16,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",28,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",48,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",0,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",16,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",28,No Issues
parest_r,1158,mul,sd,"vmulsd xmm0, xmm0, qword ptr [rsp+0x88]
",48,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",0,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",16,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",28,No Issues
parest_r,1343,mul,sd,"vmulsd xmm1, xmm1, xmm0
",48,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",0,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",16,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",28,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",48,SDC
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",0,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",16,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",28,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",48,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",0,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",16,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",28,No Issues
parest_r,918,mul,sd,"vmulsd xmm4, xmm5, xmm6
",48,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",0,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",16,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",28,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",48,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",0,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",16,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",28,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",48,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",0,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",16,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",28,No Issues
parest_r,1088,mul,sd,"vmulsd xmm6, xmm6, xmm9
",48,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",0,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",16,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",28,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",48,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",0,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",16,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",28,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",48,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",0,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",16,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",28,No Issues
parest_r,1148,div,sd,"vdivsd xmm0, xmm0, qword ptr [rip+0x26afa2]
",48,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",0,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",16,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",28,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",48,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",0,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",16,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",28,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",48,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",0,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",16,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",28,No Issues
parest_r,1413,mul,pd,"vmulpd xmm1, xmm2, xmmword ptr [rdx+rax*1]
",48,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1145,mul,sd,"vmulsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",0,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",16,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",28,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",48,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",0,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",16,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",28,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",48,SDC
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",0,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",16,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",28,No Issues
parest_r,611,mul,sd,"vmulsd xmm6, xmm6, xmm0
",48,SDC
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",0,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",16,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",28,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",48,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",0,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",16,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",28,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",48,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",0,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",16,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",28,No Issues
parest_r,345,add,sd,"vaddsd xmm7, xmm9, xmm7
",48,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",0,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",16,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",28,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",48,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",0,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",16,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",28,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",48,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",0,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",16,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",28,No Issues
parest_r,779,sub,sd,"vsubsd xmm2, xmm6, xmm2
",48,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",0,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",16,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",28,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",48,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",0,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",16,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",28,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",48,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",0,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",16,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",28,No Issues
parest_r,933,add,sd,"vaddsd xmm0, xmm0, qword ptr [rsp+0x18]
",48,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",0,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",16,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",28,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",48,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",0,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",16,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",28,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",48,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",0,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",16,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",28,No Issues
parest_r,430,sub,sd,"vsubsd xmm0, xmm0, xmm4
",48,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",0,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",16,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",28,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",48,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",0,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",16,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",28,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",48,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",0,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",16,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",28,No Issues
parest_r,1015,mul,sd,"vmulsd xmm15, xmm15, xmm0
",48,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",0,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",16,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",28,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",48,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",0,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",16,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",28,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",48,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",0,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",16,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",28,No Issues
parest_r,1219,add,sd,"vaddsd xmm5, xmm4, qword ptr [rip+0x267b72]
",48,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",0,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",16,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",28,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",48,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",0,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",16,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",28,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",48,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",0,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",16,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",28,No Issues
parest_r,711,mul,sd,"vmulsd xmm6, xmm10, xmm6
",48,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",0,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",16,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",28,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",48,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",0,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",16,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",28,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",48,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",0,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",16,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",28,No Issues
parest_r,1350,mul,sd,"vmulsd xmm2, xmm3, xmm4
",48,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1375,sub,sd,"vsubsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",0,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",16,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",28,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",48,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",0,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",16,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",28,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",48,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",0,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",16,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",28,No Issues
parest_r,578,add,sd,"vaddsd xmm1, xmm0, xmm1
",48,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",0,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",16,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",28,No Issues
parest_r,1403,add,sd,"vaddsd xmm0, xmm0, xmm1
",48,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",0,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",16,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",28,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",48,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",0,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",16,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",28,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",48,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",0,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",16,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",28,No Issues
parest_r,661,mul,pd,"vmulpd xmm1, xmm1, xmm13
",48,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",0,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",16,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",28,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",48,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",0,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",16,No Issues
parest_r,1416,div,sd,"vdivsd xmm5, xmm0, qword ptr [rsp+0x8]
",28,No Issues
